series_id,group_id,surface,run_id,run_pos
1010,31,concrete,32,5
1011,7,carpet,17,26
1012,16,hard_tiles_large_space,29,14
1013,10,wood,20,14
1014,35,fine_concrete,10,1
1015,9,soft_tiles,0,22
1016,20,concrete,25,77
1017,14,wood,7,57
1018,12,concrete,8,15
1019,25,carpet,22,13
1020,6,soft_pvc,18,4
1021,29,soft_pvc,6,17
1022,9,soft_tiles,0,14
1023,31,concrete,32,30
1024,29,soft_pvc,6,1
1025,20,concrete,25,53
1026,11,tiled,31,11
1027,23,wood,1,21
1028,4,soft_tiles,0,59
1029,18,soft_pvc,18,201
1030,20,concrete,25,64
1031,10,wood,19,25
1032,14,wood,7,62
1033,17,soft_tiles,28,1
1034,8,tiled,26,38
1035,6,soft_pvc,18,6
1036,19,soft_pvc,7,31
1037,33,hard_tiles_large_space,9,10
1038,6,soft_pvc,18,3
1039,29,soft_pvc,6,30
1040,20,concrete,25,62
1041,0,concrete,2,15
1042,29,soft_pvc,6,28
1043,23,wood,1,28
1044,33,hard_tiles_large_space,9,3
1045,13,fine_concrete,21,0
1046,14,wood,7,51
1047,0,concrete,2,22
1048,16,hard_tiles_large_space,29,12
1049,5,concrete,13,1
1050,13,fine_concrete,21,19
1051,15,soft_tiles,14,30
1052,13,fine_concrete,21,8
1053,10,wood,19,18
1054,6,soft_pvc,18,19
1055,7,carpet,17,3
1056,33,hard_tiles_large_space,9,42
1057,7,carpet,17,42
1058,16,hard_tiles_large_space,29,26
1059,11,tiled,31,21
1060,18,soft_pvc,18,199
1061,12,concrete,8,47
1062,3,soft_pvc,18,85
1063,21,soft_tiles,28,57
1064,33,hard_tiles_large_space,9,48
1065,28,tiled,26,34
1066,19,soft_pvc,7,42
1067,14,wood,30,10
1068,7,carpet,17,12
1069,18,soft_pvc,18,181
1070,32,concrete,2,11
1071,22,soft_tiles,12,30
1072,5,concrete,13,4
1073,29,soft_pvc,6,7
1074,20,concrete,11,1
1075,12,concrete,8,16
1076,32,concrete,25,45
1077,34,soft_pvc,24,2
1078,3,soft_pvc,18,52
1079,12,concrete,8,32
1080,18,soft_pvc,18,207
1081,19,soft_pvc,7,8
1082,2,wood,3,10
1083,12,concrete,8,34
1084,9,soft_tiles,0,7
1085,3,soft_pvc,18,56
1086,25,carpet,22,9
1087,26,soft_pvc,18,129
1088,25,carpet,22,25
1089,16,hard_tiles_large_space,29,39
1090,0,concrete,2,54
1091,7,carpet,17,29
1092,14,wood,7,56
1093,8,tiled,26,78
1094,25,carpet,22,0
1095,21,soft_tiles,28,12
1096,8,tiled,26,50
1097,32,concrete,25,34
1098,12,concrete,8,12
1099,10,wood,19,1
1100,28,tiled,26,27
1101,34,soft_pvc,24,10
1102,34,soft_pvc,24,32
1103,22,soft_tiles,12,13
1104,18,soft_pvc,18,216
1105,10,wood,20,1
1106,15,soft_tiles,14,8
1107,23,wood,1,30
1108,28,tiled,26,14
1109,19,soft_pvc,23,1
1110,15,soft_tiles,14,31
1111,18,soft_pvc,18,190
1112,25,carpet,22,10
1113,20,concrete,25,71
1114,14,wood,30,21
1115,1,tiled,31,84
1116,31,concrete,32,23
1117,10,wood,20,16
1118,35,fine_concrete,10,39
1119,25,carpet,22,14
1120,4,soft_tiles,0,93
1121,7,carpet,17,48
1122,23,wood,1,38
1123,13,fine_concrete,21,43
1124,32,concrete,25,47
1125,27,hard_tiles,27,20
1126,22,soft_tiles,12,39
1127,1,tiled,31,91
1128,9,soft_tiles,0,31
1129,31,concrete,32,1
1130,18,soft_pvc,18,170
1131,1,tiled,31,81
1132,26,soft_pvc,18,159
1133,28,tiled,26,31
1134,31,concrete,32,20
1135,19,soft_pvc,23,9
1136,21,soft_tiles,28,25
1137,31,concrete,32,12
1138,16,hard_tiles_large_space,29,24
1139,31,concrete,32,2
1140,3,soft_pvc,18,80
1141,12,concrete,8,55
1142,3,soft_pvc,18,98
1143,3,soft_pvc,18,99
1144,15,soft_tiles,14,9
1145,18,soft_pvc,18,182
1146,4,soft_tiles,0,67
1147,4,soft_tiles,0,85
1148,26,soft_pvc,18,108
1149,1,tiled,31,87
1150,25,carpet,22,18
1151,8,tiled,26,56
1152,11,tiled,31,30
1153,7,carpet,17,33
1154,7,carpet,17,10
1155,25,carpet,22,27
1156,31,concrete,32,10
1157,1,tiled,31,83
1158,25,carpet,15,5
1159,6,soft_pvc,18,38
1160,23,wood,30,27
1161,1,tiled,31,66
1162,0,concrete,2,21
1163,8,tiled,26,60
1164,0,concrete,2,39
1165,25,carpet,22,42
1166,13,fine_concrete,21,27
1167,8,tiled,26,37
1168,19,soft_pvc,7,21
1169,11,tiled,31,27
1170,26,soft_pvc,18,122
1171,0,concrete,2,48
1172,4,soft_tiles,0,51
1173,8,tiled,26,90
1174,13,fine_concrete,21,22
1175,19,soft_pvc,23,0
1176,15,soft_tiles,14,17
1177,14,wood,7,67
1178,33,hard_tiles_large_space,9,56
1179,22,soft_tiles,12,56
1180,18,soft_pvc,18,205
1181,1,tiled,31,85
1182,9,soft_tiles,0,30
1183,15,soft_tiles,14,18
1184,6,soft_pvc,18,2
1185,32,concrete,25,17
1186,8,tiled,26,53
1187,25,carpet,22,7
1188,20,concrete,11,7
1189,23,wood,1,13
1190,28,tiled,26,19
1191,14,wood,30,2
1192,0,concrete,2,19
1193,27,hard_tiles,27,16
1194,22,soft_tiles,12,28
1195,23,wood,1,10
1196,3,soft_pvc,18,53
1197,22,soft_tiles,12,53
1198,22,soft_tiles,12,4
1199,8,tiled,26,62
1200,15,soft_tiles,14,13
1201,6,soft_pvc,18,47
1202,32,concrete,25,33
1203,10,wood,19,28
1204,34,soft_pvc,24,27
1205,34,soft_pvc,24,0
1206,8,tiled,26,36
1207,15,soft_tiles,14,6
1208,8,tiled,26,71
1209,6,soft_pvc,18,12
1210,20,concrete,25,65
1211,20,concrete,11,2
1212,14,wood,7,59
1213,32,concrete,25,0
1214,12,concrete,8,39
1215,3,soft_pvc,18,48
1216,12,concrete,8,26
1217,22,soft_tiles,12,36
1218,0,concrete,2,51
1219,22,soft_tiles,12,42
1220,29,soft_pvc,6,16
1221,32,concrete,25,25
1222,31,concrete,32,6
1223,16,hard_tiles_large_space,29,6
1224,21,soft_tiles,28,56
1225,22,soft_tiles,12,29
1226,15,soft_tiles,14,37
1227,26,soft_pvc,18,131
1228,23,wood,1,16
1229,19,soft_pvc,23,5
1230,8,tiled,26,70
1231,13,fine_concrete,21,38
1232,15,soft_tiles,14,2
1233,25,carpet,22,12
1234,11,tiled,31,43
1235,34,soft_pvc,23,19
1236,16,hard_tiles_large_space,29,1
1237,7,carpet,17,5
1238,31,concrete,32,52
1239,7,carpet,17,24
1240,18,soft_pvc,18,192
1241,14,wood,30,20
1242,15,soft_tiles,14,39
1243,15,soft_tiles,14,40
1244,31,concrete,32,7
1245,9,soft_tiles,4,11
1246,32,concrete,2,9
1247,34,soft_pvc,23,22
1248,26,soft_pvc,18,109
1249,0,concrete,2,14
1250,13,fine_concrete,21,3
1251,29,soft_pvc,6,45
1252,3,soft_pvc,18,88
1253,14,wood,7,70
1254,11,tiled,31,8
1255,22,soft_tiles,12,45
1256,22,soft_tiles,12,54
1257,28,tiled,26,0
1258,0,concrete,2,2
1259,7,carpet,17,4
1260,26,soft_pvc,18,157
1261,23,wood,30,29
1262,12,concrete,8,22
1263,22,soft_tiles,12,16
1264,0,concrete,2,23
1265,0,concrete,2,41
1266,0,concrete,2,34
1267,18,soft_pvc,18,206
1268,4,soft_tiles,0,87
1269,18,soft_pvc,18,178
1270,21,soft_tiles,28,38
1271,28,tiled,26,13
1272,8,tiled,26,57
1273,23,wood,1,23
1274,35,fine_concrete,10,11
1275,11,tiled,31,39
1276,18,soft_pvc,18,169
1277,27,hard_tiles,27,0
1278,23,wood,1,20
1279,0,concrete,2,43
1280,26,soft_pvc,18,111
1281,21,soft_tiles,28,61
1282,31,concrete,32,4
1283,7,carpet,17,8
1284,2,wood,3,14
1285,22,soft_tiles,12,17
1286,29,soft_pvc,6,52
1287,34,soft_pvc,24,9
1288,25,carpet,22,26
1289,33,hard_tiles_large_space,9,22
1290,34,soft_pvc,24,40
1291,28,tiled,26,15
1292,12,concrete,8,31
1293,16,hard_tiles_large_space,29,33
1294,6,soft_pvc,18,15
1295,33,hard_tiles_large_space,9,4
1296,10,wood,20,4
1297,25,carpet,22,8
1298,1,tiled,31,79
1299,7,carpet,17,47
1300,14,wood,7,58
1301,2,wood,3,16
1302,17,soft_tiles,28,0
1303,26,soft_pvc,18,137
1304,16,hard_tiles_large_space,29,19
1305,23,wood,1,15
1306,3,soft_pvc,18,71
1307,19,soft_pvc,23,4
1308,21,soft_tiles,28,20
1309,34,soft_pvc,24,3
1310,12,concrete,8,54
1311,3,soft_pvc,18,95
1312,34,soft_pvc,23,23
1313,35,fine_concrete,10,33
1314,4,soft_tiles,0,99
1315,31,concrete,32,19
1316,21,soft_tiles,28,23
1317,31,concrete,32,24
1318,35,fine_concrete,10,12
1319,3,soft_pvc,18,62
1320,12,concrete,8,41
1321,31,concrete,32,3
1322,19,soft_pvc,7,30
1323,15,soft_tiles,14,1
1324,21,soft_tiles,28,33
1325,18,soft_pvc,18,167
1326,11,tiled,31,13
1327,4,soft_tiles,0,66
1328,0,concrete,2,16
1329,18,soft_pvc,18,187
1330,20,concrete,11,4
1331,9,soft_tiles,4,5
1332,19,soft_pvc,7,23
1333,14,wood,7,69
1334,31,concrete,32,13
1335,15,soft_tiles,14,36
1336,33,hard_tiles_large_space,9,12
1337,4,soft_tiles,0,71
1338,35,fine_concrete,10,31
1339,26,soft_pvc,18,105
1340,14,wood,30,17
1341,8,tiled,26,80
1342,4,soft_tiles,0,74
1343,33,hard_tiles_large_space,9,43
1344,29,soft_pvc,6,46
1345,12,concrete,8,36
1346,25,carpet,15,3
1347,2,wood,3,11
1348,16,hard_tiles_large_space,29,0
1349,11,tiled,31,49
1350,6,soft_pvc,18,10
1351,18,soft_pvc,18,185
1352,26,soft_pvc,18,125
1353,33,hard_tiles_large_space,9,34
1354,7,carpet,17,19
1355,34,soft_pvc,24,24
1356,32,concrete,25,29
1357,9,soft_tiles,0,27
1358,10,wood,19,23
1359,18,soft_pvc,18,210
1360,8,tiled,26,86
1361,10,wood,20,6
1362,4,soft_tiles,0,64
1363,14,wood,30,0
1364,25,carpet,22,5
1365,12,concrete,8,56
1366,19,soft_pvc,7,4
1367,7,carpet,17,22
1368,33,hard_tiles_large_space,9,18
1369,15,soft_tiles,14,28
1370,28,tiled,26,26
1371,8,tiled,26,73
1372,12,concrete,8,40
1373,15,soft_tiles,14,54
1374,20,concrete,25,55
1375,4,soft_tiles,0,89
1376,21,soft_tiles,28,39
1377,11,tiled,31,0
1378,9,soft_tiles,0,16
1379,7,carpet,17,44
1380,15,soft_tiles,14,48
1381,1,tiled,31,92
1382,23,wood,1,3
1383,23,wood,30,31
1384,28,tiled,26,9
1385,31,concrete,32,29
1386,18,soft_pvc,18,194
1387,29,soft_pvc,6,29
1388,21,soft_tiles,28,34
1389,29,soft_pvc,6,36
1390,33,hard_tiles_large_space,9,16
1391,13,fine_concrete,21,9
1392,20,concrete,25,85
1393,7,carpet,17,39
1394,5,concrete,13,7
1395,13,fine_concrete,21,37
1396,4,soft_tiles,0,57
1397,7,carpet,17,11
1398,23,wood,1,18
1399,27,hard_tiles,27,4
1400,16,hard_tiles_large_space,29,40
1401,22,soft_tiles,12,37
1402,5,concrete,13,2
1403,33,hard_tiles_large_space,9,35
1404,34,soft_pvc,24,20
1405,16,hard_tiles_large_space,29,8
1406,21,soft_tiles,28,54
1407,12,concrete,8,14
1408,26,soft_pvc,18,124
1409,21,soft_tiles,28,49
1410,8,tiled,26,45
1411,10,wood,19,34
1412,17,soft_tiles,28,9
1413,8,tiled,26,59
1414,34,soft_pvc,24,22
1415,12,concrete,8,6
1416,11,tiled,31,26
1417,6,soft_pvc,18,17
1418,20,concrete,25,75
1419,19,soft_pvc,23,8
1420,0,concrete,2,37
1421,7,carpet,17,13
1422,31,concrete,32,43
1423,6,soft_pvc,18,24
1424,32,concrete,25,4
1425,3,soft_pvc,18,87
1426,0,concrete,2,50
1427,7,carpet,17,45
1428,30,fine_concrete,21,59
1429,11,tiled,31,6
1430,15,soft_tiles,14,32
1431,7,carpet,17,51
1432,8,tiled,26,52
1433,33,hard_tiles_large_space,9,21
1434,29,soft_pvc,6,39
1435,18,soft_pvc,18,209
1436,0,concrete,2,55
1437,18,soft_pvc,18,175
1438,34,soft_pvc,24,5
1439,15,soft_tiles,14,41
1440,23,wood,1,40
1441,13,fine_concrete,21,24
1442,33,hard_tiles_large_space,9,55
1443,28,tiled,26,8
1444,29,soft_pvc,6,15
1445,29,soft_pvc,6,47
1446,34,soft_pvc,24,25
1447,16,hard_tiles_large_space,29,41
1448,6,soft_pvc,18,34
1449,26,soft_pvc,18,145
1450,3,soft_pvc,18,51
1451,19,soft_pvc,7,5
1452,10,wood,20,9
1453,0,concrete,2,42
1454,27,hard_tiles,27,17
1455,27,hard_tiles,27,10
1456,10,wood,20,11
1457,12,concrete,8,49
1458,8,tiled,26,54
1459,20,concrete,25,83
1460,20,concrete,25,80
1461,21,soft_tiles,28,17
1462,7,carpet,17,46
1463,3,soft_pvc,18,54
1464,23,wood,1,39
1465,35,fine_concrete,10,18
1466,15,soft_tiles,14,24
1467,34,soft_pvc,24,21
1468,21,soft_tiles,28,28
1469,23,wood,1,35
1470,8,tiled,26,49
1471,32,concrete,25,23
1472,19,soft_pvc,23,11
1473,20,concrete,25,68
1474,9,soft_tiles,0,8
1475,11,tiled,31,15
1476,6,soft_pvc,18,36
1477,19,soft_pvc,7,12
1478,3,soft_pvc,18,93
1479,0,concrete,2,27
1480,26,soft_pvc,18,143
1481,14,wood,7,50
1482,14,wood,30,5
1483,12,concrete,8,18
1484,3,soft_pvc,18,72
1485,13,fine_concrete,21,16
1486,31,concrete,32,27
1487,9,soft_tiles,0,41
1488,6,soft_pvc,18,44
1489,29,soft_pvc,6,21
1490,22,soft_tiles,12,3
1491,4,soft_tiles,0,75
1492,29,soft_pvc,6,25
1493,34,soft_pvc,24,42
1494,6,soft_pvc,18,9
1495,6,soft_pvc,18,29
1496,13,fine_concrete,21,30
1497,9,soft_tiles,0,32
1498,22,soft_tiles,12,11
1499,23,wood,1,24
1500,21,soft_tiles,28,13
1501,14,wood,7,64
1502,14,wood,30,11
1503,9,soft_tiles,0,40
1504,3,soft_pvc,18,100
1505,7,carpet,17,52
1506,35,fine_concrete,10,3
1507,35,fine_concrete,10,23
1508,14,wood,30,16
1509,7,carpet,17,9
1510,32,concrete,25,21
1511,11,tiled,31,46
1512,18,soft_pvc,18,171
1513,29,soft_pvc,6,40
1514,11,tiled,31,45
1515,26,soft_pvc,18,153
1516,6,soft_pvc,18,11
1517,4,soft_tiles,0,98
1518,0,concrete,2,3
1519,12,concrete,8,46
1520,28,tiled,26,18
1521,21,soft_tiles,28,18
1522,13,fine_concrete,21,21
1523,35,fine_concrete,10,15
1524,0,concrete,2,44
1525,11,tiled,31,54
1526,28,tiled,26,16
1527,8,tiled,26,65
1528,33,hard_tiles_large_space,9,31
1529,9,soft_tiles,4,4
1530,4,soft_tiles,0,69
1531,11,tiled,31,12
1532,22,soft_tiles,12,33
1533,13,fine_concrete,21,53
1534,8,tiled,26,91
1535,32,concrete,25,14
1536,21,soft_tiles,28,42
1537,13,fine_concrete,21,50
1538,15,soft_tiles,14,43
1539,10,wood,19,27
1540,32,concrete,25,40
1541,3,soft_pvc,18,78
1542,20,concrete,25,70
1543,3,soft_pvc,18,81
1544,19,soft_pvc,7,27
1545,3,soft_pvc,18,82
1546,18,soft_pvc,18,165
1547,22,soft_tiles,12,34
1548,14,wood,7,46
1549,4,soft_tiles,0,72
1550,13,fine_concrete,21,45
1551,9,soft_tiles,0,37
1552,34,soft_pvc,23,21
1553,22,soft_tiles,12,43
1554,18,soft_pvc,18,173
1555,33,hard_tiles_large_space,9,7
1556,8,tiled,26,89
1557,26,soft_pvc,18,114
1558,29,soft_pvc,6,48
1559,26,soft_pvc,18,142
1560,35,fine_concrete,10,16
1561,19,soft_pvc,7,16
1562,29,soft_pvc,6,2
1563,3,soft_pvc,18,73
1564,1,tiled,31,78
1565,15,soft_tiles,14,46
1566,13,fine_concrete,21,6
1567,28,tiled,26,28
1568,21,soft_tiles,28,63
1569,3,soft_pvc,18,57
1570,19,soft_pvc,7,35
1571,0,concrete,2,24
1572,32,concrete,25,30
1573,23,wood,1,12
1574,25,carpet,22,20
1575,31,concrete,32,36
1576,14,wood,30,22
1577,29,soft_pvc,6,37
1578,31,concrete,32,8
1579,16,hard_tiles_large_space,29,25
1580,13,fine_concrete,21,42
1581,8,tiled,26,61
1582,9,soft_tiles,0,35
1583,25,carpet,22,15
1584,20,concrete,5,10
1585,21,soft_tiles,28,37
1586,16,hard_tiles_large_space,29,38
1587,18,soft_pvc,18,211
1588,21,soft_tiles,28,41
1589,22,soft_tiles,12,40
1590,0,concrete,2,38
1591,7,carpet,17,21
1592,15,soft_tiles,14,10
1593,29,soft_pvc,6,34
1594,7,carpet,17,15
1595,10,wood,19,7
1596,20,concrete,25,82
1597,1,tiled,31,63
1598,18,soft_pvc,18,204
1599,35,fine_concrete,10,56
1600,33,hard_tiles_large_space,9,41
1601,4,soft_tiles,0,50
1602,26,soft_pvc,18,144
1603,31,concrete,32,34
1604,11,tiled,31,48
1605,18,soft_pvc,18,198
1606,23,wood,1,34
1607,20,concrete,25,78
1608,13,fine_concrete,21,41
1609,16,hard_tiles_large_space,29,35
1610,27,hard_tiles,27,19
1611,21,soft_tiles,28,66
1612,28,tiled,26,17
1613,19,soft_pvc,7,24
1614,33,hard_tiles_large_space,9,51
1615,10,wood,20,18
1616,8,tiled,26,74
1617,18,soft_pvc,18,215
1618,32,concrete,25,18
1619,22,soft_tiles,12,12
1620,31,concrete,32,22
1621,24,wood,1,50
1622,4,soft_tiles,0,44
1623,25,carpet,22,1
1624,9,soft_tiles,0,29
1625,13,fine_concrete,21,33
1626,34,soft_pvc,24,38
1627,4,soft_tiles,0,60
1628,25,carpet,22,41
1629,25,carpet,22,19
1630,32,concrete,25,15
1631,11,tiled,31,14
1632,11,tiled,31,29
1633,0,concrete,2,62
1634,23,wood,1,46
1635,2,wood,3,9
1636,14,wood,30,12
1637,3,soft_pvc,18,90
1638,31,concrete,32,35
1639,29,soft_pvc,6,24
1640,17,soft_tiles,28,3
1641,26,soft_pvc,18,117
1642,33,hard_tiles_large_space,9,23
1643,9,soft_tiles,0,5
1644,24,wood,1,49
1645,0,concrete,2,60
1646,11,tiled,31,36
1647,29,soft_pvc,6,20
1648,11,tiled,31,38
1649,33,hard_tiles_large_space,9,40
1650,14,wood,7,52
1651,21,soft_tiles,28,53
1652,11,tiled,31,1
1653,15,soft_tiles,14,52
1654,7,carpet,17,36
1655,23,wood,1,45
1656,35,fine_concrete,10,6
1657,33,hard_tiles_large_space,9,20
1658,6,soft_pvc,18,22
1659,0,concrete,2,25
1660,14,wood,30,6
1661,20,concrete,25,87
1662,35,fine_concrete,10,36
1663,32,concrete,25,44
1664,12,concrete,8,10
1665,3,soft_pvc,18,91
1666,18,soft_pvc,18,163
1667,32,concrete,2,8
1668,31,concrete,32,0
1669,7,carpet,17,20
1670,13,fine_concrete,21,32
1671,27,hard_tiles,27,14
1672,8,tiled,26,51
1673,34,soft_pvc,24,35
1674,23,wood,1,37
1675,4,soft_tiles,0,95
1676,4,soft_tiles,0,81
1677,4,soft_tiles,0,97
1678,14,wood,16,4
1679,24,wood,1,51
1680,9,soft_tiles,0,2
1681,15,soft_tiles,14,45
1682,4,soft_tiles,0,68
1683,22,soft_tiles,12,9
1684,23,wood,30,28
1685,12,concrete,8,19
1686,12,concrete,8,25
1687,19,soft_pvc,7,39
1688,26,soft_pvc,18,151
1689,23,wood,30,23
1690,35,fine_concrete,10,45
1691,12,concrete,8,52
1692,14,wood,30,14
1693,10,wood,19,11
1694,35,fine_concrete,10,41
1695,21,soft_tiles,28,16
1696,22,soft_tiles,12,50
1697,12,concrete,8,28
1698,3,soft_pvc,18,83
1699,16,hard_tiles_large_space,29,42
1700,22,soft_tiles,12,20
1701,25,carpet,22,17
1702,8,tiled,26,39
1703,69,soft_pvc,69,91
1704,70,soft_pvc,75,68
1705,71,tiled,43,6
1706,70,soft_pvc,75,30
1707,60,carpet,64,15
1708,62,concrete,58,4
1709,60,carpet,64,40
1710,59,hard_tiles_large_space,63,9
1711,45,wood,47,7
1712,69,soft_pvc,69,73
1713,56,soft_pvc,69,113
1714,41,concrete,45,56
1715,53,soft_pvc,49,28
1716,56,soft_pvc,69,106
1717,40,hard_tiles_large_space,59,46
1718,68,fine_concrete,65,67
1719,49,wood,57,15
1720,46,wood,41,34
1721,42,concrete,60,41
1722,38,wood,41,89
1723,61,concrete,44,71
1724,71,tiled,56,36
1725,61,concrete,44,17
1726,43,wood,40,29
1727,68,fine_concrete,65,105
1728,51,soft_pvc,73,48
1729,44,hard_tiles_large_space,59,1
1730,55,tiled,46,50
1731,65,wood,68,38
1732,37,soft_pvc,69,27
1733,40,hard_tiles_large_space,59,73
1734,71,tiled,53,9
1735,38,wood,41,96
1736,57,concrete,33,0
1737,46,wood,72,3
1738,60,carpet,38,9
1739,41,concrete,45,41
1740,45,wood,66,5
1741,54,tiled,54,121
1742,42,concrete,60,60
1743,44,hard_tiles_large_space,48,24
1744,61,concrete,44,75
1745,68,fine_concrete,65,69
1746,69,soft_pvc,69,95
1747,65,wood,62,10
1748,43,wood,61,14
1749,53,soft_pvc,49,27
1750,72,fine_concrete,50,49
1751,59,hard_tiles_large_space,51,3
1752,64,tiled,54,3
1753,44,hard_tiles_large_space,48,11
1754,60,carpet,38,20
1755,44,hard_tiles_large_space,59,6
1756,66,tiled,35,41
1757,36,fine_concrete,34,26
1758,45,wood,47,15
1759,45,wood,66,27
1760,72,fine_concrete,50,34
1761,62,concrete,44,80
1762,40,hard_tiles_large_space,59,37
1763,72,fine_concrete,50,30
1764,38,wood,41,98
1765,57,concrete,33,34
1766,69,soft_pvc,69,100
1767,46,wood,41,53
1768,72,fine_concrete,50,17
1769,60,carpet,38,19
1770,53,soft_pvc,49,32
1771,37,soft_pvc,69,12
1772,48,fine_concrete,65,51
1773,57,concrete,33,18
1774,38,wood,41,59
1775,62,concrete,58,23
1776,38,wood,41,119
1777,51,soft_pvc,73,6
1778,49,wood,57,20
1779,40,hard_tiles_large_space,59,41
1780,41,concrete,45,40
1781,62,concrete,58,42
1782,54,tiled,54,55
1783,68,fine_concrete,65,110
1784,59,hard_tiles_large_space,63,5
1785,65,wood,68,32
1786,70,soft_pvc,75,60
1787,43,wood,40,24
1788,36,fine_concrete,34,28
1789,48,fine_concrete,65,30
1790,47,concrete,39,49
1791,51,soft_pvc,73,5
1792,53,soft_pvc,49,12
1793,71,tiled,56,34
1794,41,concrete,45,10
1795,52,carpet,37,5
1796,54,tiled,54,65
1797,60,carpet,64,2
1798,60,carpet,64,35
1799,64,tiled,54,13
1800,45,wood,47,12
1801,57,concrete,33,17
1802,54,tiled,54,101
1803,38,wood,41,106
1804,36,fine_concrete,34,0
1805,70,soft_pvc,75,21
1806,45,wood,66,17
1807,43,wood,40,18
1808,71,tiled,56,43
1809,55,tiled,46,13
1810,66,tiled,35,34
1811,43,wood,61,22
1812,37,soft_pvc,69,16
1813,66,tiled,35,13
1814,61,concrete,44,27
1815,57,concrete,33,40
1816,41,concrete,45,46
1817,72,fine_concrete,50,48
1818,54,tiled,54,95
1819,48,fine_concrete,65,14
1820,60,carpet,64,18
1821,53,soft_pvc,49,34
1822,62,concrete,58,16
1823,42,concrete,60,28
1824,49,wood,57,11
1825,40,hard_tiles_large_space,59,29
1826,68,fine_concrete,65,84
1827,51,soft_pvc,73,41
1828,51,soft_pvc,73,12
1829,44,hard_tiles_large_space,48,36
1830,53,soft_pvc,49,36
1831,62,concrete,44,81
1832,53,soft_pvc,49,31
1833,54,tiled,54,77
1834,60,carpet,64,27
1835,43,wood,40,50
1836,69,soft_pvc,69,64
1837,42,concrete,60,68
1838,53,soft_pvc,49,19
1839,55,tiled,46,9
1840,49,wood,57,39
1841,45,wood,66,11
1842,54,tiled,54,60
1843,69,soft_pvc,69,102
1844,55,tiled,46,45
1845,61,concrete,44,51
1846,40,hard_tiles_large_space,59,79
1847,37,soft_pvc,69,6
1848,39,concrete,45,71
1849,40,hard_tiles_large_space,59,43
1850,69,soft_pvc,69,58
1851,42,concrete,60,48
1852,45,wood,47,17
1853,48,fine_concrete,65,63
1854,65,wood,68,20
1855,66,tiled,35,0
1856,39,concrete,59,140
1857,64,tiled,54,26
1858,59,hard_tiles_large_space,63,6
1859,48,fine_concrete,65,33
1860,47,concrete,39,69
1861,40,hard_tiles_large_space,59,61
1862,41,concrete,45,67
1863,41,concrete,45,58
1864,46,wood,41,48
1865,52,carpet,37,8
1866,44,hard_tiles_large_space,59,13
1867,60,carpet,38,1
1868,41,concrete,45,33
1869,44,hard_tiles_large_space,48,23
1870,51,soft_pvc,73,40
1871,47,concrete,39,57
1872,70,soft_pvc,75,46
1873,66,tiled,35,49
1874,39,concrete,59,90
1875,64,tiled,54,51
1876,52,carpet,37,9
1877,54,tiled,54,99
1878,40,hard_tiles_large_space,36,0
1879,59,hard_tiles_large_space,51,14
1880,62,concrete,58,31
1881,58,soft_pvc,49,76
1882,53,soft_pvc,49,52
1883,44,hard_tiles_large_space,48,47
1884,51,soft_pvc,73,2
1885,38,wood,41,75
1886,61,concrete,44,72
1887,61,concrete,44,15
1888,66,tiled,35,7
1889,61,concrete,44,70
1890,45,wood,66,26
1891,72,fine_concrete,50,50
1892,48,fine_concrete,65,32
1893,69,soft_pvc,69,93
1894,70,soft_pvc,75,8
1895,41,concrete,45,66
1896,60,carpet,64,28
1897,39,concrete,59,135
1898,40,hard_tiles_large_space,59,75
1899,38,wood,41,80
1900,60,carpet,38,21
1901,66,tiled,35,3
1902,46,wood,41,51
1903,54,tiled,54,59
1904,72,fine_concrete,50,1
1905,68,fine_concrete,65,89
1906,68,fine_concrete,65,88
1907,36,fine_concrete,34,2
1908,59,hard_tiles_large_space,63,7
1909,43,wood,61,26
1910,70,soft_pvc,75,14
1911,43,wood,61,12
1912,54,tiled,54,87
1913,52,carpet,37,0
1914,62,concrete,44,90
1915,60,carpet,64,16
1916,54,tiled,54,91
1917,44,hard_tiles_large_space,48,28
1918,60,carpet,64,4
1919,57,concrete,33,21
1920,60,carpet,38,0
1921,69,soft_pvc,69,44
1922,65,wood,68,30
1923,36,fine_concrete,34,31
1924,44,hard_tiles_large_space,48,44
1925,68,fine_concrete,65,87
1926,55,tiled,46,26
1927,48,fine_concrete,65,13
1928,57,concrete,33,35
1929,46,wood,41,41
1930,60,carpet,38,13
1931,72,fine_concrete,50,13
1932,56,soft_pvc,69,109
1933,66,tiled,35,51
1934,50,concrete,44,6
1935,56,soft_pvc,69,119
1936,60,carpet,64,8
1937,68,fine_concrete,65,125
1938,62,concrete,44,86
1939,59,hard_tiles_large_space,51,4
1940,47,concrete,39,3
1941,55,tiled,46,18
1942,46,wood,41,13
1943,43,wood,61,33
1944,60,carpet,64,9
1945,72,fine_concrete,50,4
1946,69,soft_pvc,69,60
1947,55,tiled,56,1
1948,46,wood,41,29
1949,51,soft_pvc,73,10
1950,72,fine_concrete,50,25
1951,49,wood,57,43
1952,71,tiled,53,2
1953,57,concrete,33,12
1954,49,wood,57,4
1955,47,concrete,39,45
1956,51,soft_pvc,73,15
1957,63,concrete,52,17
1958,44,hard_tiles_large_space,48,26
1959,72,fine_concrete,50,51
1960,42,concrete,60,54
1961,55,tiled,46,12
1962,59,hard_tiles_large_space,63,18
1963,39,concrete,45,72
1964,43,wood,61,11
